for_disabled,company,full_time,min_salary,title,for_students,max_salary,degree_required,half_time,experience
False,"Перепелица А.Г., ФЛП",False,3000,"Lead generation manager, Sales assistant",True,3000,False,True,
False,ITB Inc,True,25000,"Laravel developer (back-end, full-stack)",False,50000,False,False,2
False,SeoMaxima,True,10000,SEO-специалист,False,15000,False,False,1
False,Arsum,True,5000,Проектный менеджер в Киев,False,20000,False,True,1
False,Аквалюкс,True,8500,Контент-менеджер,False,10000,False,False,1
False,"ОМиС, ТД",False,,"Программист (web, мобильные приложения)",True,,False,False,1
False,Sigma Software,True,,Strong Junior/Middle Test Engineer (Social Platform),False,,False,False,2
False,QArea,True,,"Middle QA manual Lead (web, mobile)",False,,False,False,2
False,"Black, SMM Agency",True,10000,SMM-специалист (Middle/Senior),False,15000,False,False,1
False,Vapemix,True,20000,Руководитель интернет-магазина,False,30000,False,False,2
False,Lutgame,True,,Unity Developer,True,,False,False,1
False,"Сузирья, группа компаний",True,,"Програміст 1C, разработчик",False,,False,False,2
False,IT Ukraine,True,6000,Angular-разработчик,False,9000,False,False,
False,"Агристар, ООО",True,10000,Інженер комп'ютерних систем,False,12000,False,False,2
False,"Ясон Маритайм, агентство по трудоустройству",True,28000,Web-программист,False,32000,False,False,1
True,AddSalesforce,True,500,Менеджер по работе с клиентами со знанием немецкого языка (IT),True,500,False,False,
False,FgFactory,True,,2D artist,False,,False,False,2
True,Web-Machine,True,16000,Разработчик OpenCart и WordPress,False,16000,False,False,1
False,"Пальчей Р.И., ФЛП",False,,Программист 1C,False,,False,True,2
False,ITlabel,True,,Back-end PHP Developer,True,,False,False,1
False,CHI Software,True,,"Sales Analyst, lead generation manager",False,,False,False,
False,Твой Ментор,True,10000,"Копирайтер, SMM-менеджер (английский, русский)",True,10000,False,False,1
False,"Сан-Ги, ООО",True,14000,Системный администратор,False,14000,False,False,2
False,"Лекхим, АО",True,,Программист 1C,False,,False,False,2
False,Один сервис. Украина,True,,Программист 1C BAS ERP,False,,False,False,1
False,Itomych Studio,True,,Customer Support Agent,False,,False,False,
False,Phenomenon Studio,True,10000,Sales-менеджер в студию UX/UI-дизайна,False,25000,False,False,1
False,Itransition,True,,DevOps Senior Engineer,False,,False,False,2
False,Itransition,True,,DevOps Middle Engineer,False,,False,False,1
False,Aimprosoft,True,,Senior JavaScript Developer,False,,False,False,5
False,Hazmob,True,,"3D Artist (CG, Mobile FPS Game)",False,,False,False,1
False,Hazmob,True,,"2D Artist, художник",True,,False,False,1
False,Sloboda studio,True,,Middle Ruby Developer,False,,False,False,2
False,Olko,True,,Программист VBA,False,,False,False,2
False,Inmost,True,,Junior Android developer,True,,False,False,
False,"Гладкий Д.I., ФОП",True,,Customer Support Agent,True,,False,True,
False,Mediasparx,True,8000,Web Designer,False,15000,False,True,2
True,Medeanalytics Inc.,True,,"Database Developer (Jr BI, T-SQL)",True,,False,False,1
False,"Горбенко А.В., ФЛП",True,6000,Фармер аккаунтов (Facebook),False,13000,False,False,
False,Team Work Spirit,True,,Node.js back-end developer,False,,False,False,2
False,E-commerce Studio,True,15000,SEO-специалист,False,35000,False,False,1
False,Scrumlaunch,True,22500,Front-end developer (Angular),True,28000,False,True,1
False,Nvinis,True,,"Junior Front-end developer, верстальщик",False,,False,False,1
True,Максимус Маркетс ЛТД,True,15000,SMM-специалист в финансовую компанию,True,20000,False,False,2
False,Intechsoft,True,,Operational Support Specialist (German language),False,,False,False,1
False,NarsCars,True,2000,Программист Bitrix,False,56000,False,False,2
False,Infusemedia,True,,Специалист по контролю качества информации,True,,False,False,
False,CodeIT,True,,PHP developer,False,,False,False,1
False,"Радиомаг Украина, ООО",True,15000,"Продавець-консультант, інженер-електронщик",True,15000,False,False,1
False,"Safika (Зажарский Д.Н., ФЛП)",True,9000,"Контент-менеджер (Instagram, сайт)",False,12000,False,False,1
False,TopFection,True,10000,Менеджер по работе с социальными сетями,False,14000,False,False,
False,Art Lemon,True,12000,SEO-специалист (продвижение сайтов),False,18000,False,False,2
False,"Байтеф, ЧП",True,,IT-директор,False,,False,False,2
False,CodeTiburon,True,,DevOps Engineer,False,,False,False,1
False,"АТ-Сигнал, ООО",True,,Інженер-програміст,False,,False,False,2
False,Autodoc,True,,Customer Service Representative (German speaking),True,,False,False,
False,Sytoss,True,,Middle Java Developer,False,,False,False,2
False,Sytoss,True,,Junior .Net Developer,False,,False,False,1
True,"Маслий А.А., ФЛП",True,6000,Маркетолог (SMM),False,16000,False,True,2
False,DigitalSuits,True,,Content marketing specialist,False,,False,False,1
False,Itransition,True,,.NET WPF Developer,False,,False,False,2
False,Voxel Worlds,True,,"System, network administrator",False,,False,False,1
False,Никотерм Украина,True,15000,Инженер-электронщик,False,17000,False,False,2
True,"Остапенко І.М., ФОП",False,20000,Разработчик PHP,False,50000,False,False,5
False,Стартум,False,5000,SMM-менеджер,False,7500,False,True,
True,Denzub,True,14000,"Таргетолог (FB, Instagram, SMM)",True,16000,False,False,1
False,Speway.com,True,15000,SEO-спеціаліст,False,25000,False,False,2
False,Atlantmarket,True,14000,E-mail маркетолог,False,14000,False,False,1
False,Absolute.master,True,8000,"SEO-специалист, интернет-маркетолог",True,8000,False,False,1
False,"Николаев М.С., ФЛП",True,6000,"Junior CPC-специалист (Google Ads, контекстная реклама)",False,15000,False,False,1
True,"Укрравлик, ТОВ",False,,Serm-специалист по работе с конкурентами (SMM),True,,False,True,1
False,Haka Media,True,,Senior/Middle SEO Manager,False,,False,False,2
False,Nova Partners PC,False,13000,Интернет-маркетолог,False,13000,False,False,2
False,Прайм,True,6000,Контент-менеджер,False,9000,False,False,1
False,Харківська гімназія №23,True,6600,Учитель математики та інформатики,False,12000,False,False,
True,DevStation Limited,True,,Full stack програміст,True,,False,True,1
False,RightFusion,True,40000,"Full Stack Developer (PHP, JS)",False,60000,False,False,2
True,Bogat.Digital,True,10000,SEO-специалист,True,20000,False,True,2
False,Flex Reality,True,10000,Unity 3D Technical Artist,True,15000,False,False,1
False,Envion Software,True,,Junior WordPress Developer,True,,False,False,1
False,"Goracio, branding agency",True,20000,Full stack WordPress developer,False,20000,False,True,2
False,Scrumfactory,True,27000,PHP developer,True,35000,False,True,1
False,Itransition,True,,Full-stack Developer (.NET),False,,False,False,1
False,Itransition,True,,Salesforce Middle Developer,False,,False,False,1
True,"Борисов М.В., ФЛП",True,5000,SEO-копирайтер в Киев,True,12000,False,False,
False,"Вертикаль, строительная компания",False,,PPC-специалист,True,,False,True,1
True,Meral,True,10000,C#/.Net Developer,False,30000,False,False,2
False,VIM,True,,Инженер проектов со знанием программы Revit (строительство),False,,False,False,5
False,SweetSoft,True,,Front-end Developer (Angular),False,,False,False,1
False,Alisa TMS,True,,"Копирайтер, контент-менеджер",False,,False,True,1
False,Desart Lab,True,,Customer support manager (English),True,,False,False,1
False,Desart Lab,True,,"Дизайнер, 3D-Render Artist",False,,False,False,2
False,"HTE, LLC",True,,Инженер-программист embedded,False,,False,False,2
False,Mooove,True,,"Контент-менеджер, копирайтер",False,,False,False,1
False,Mooove,True,,"Таргетолог, Traffic Manager",False,,False,False,1
False,Mooove,True,,"Веб-дизайнер, тильдолог, Web Designer",False,,False,False,1
False,Scrumlaunch,True,15000,Manual QA Engineer,False,25000,False,True,1
False,Syject,True,,C#/.Net Developer,True,,False,False,1
False,MetraBit,True,,Junior PHP developer (Laravel or Symfony),False,,False,False,1
False,Apricode,True,,IT Sales Manager,False,,False,False,2
True,Uaateam,False,,Редактор блога,True,,False,True,1
False,Outsource4biz,True,,"System Support Engineer, Sysadmin",False,,False,False,1
False,Сейф ТI,True,28400,Senior Frontend Developer,False,60000,False,False,2
False,Cyborgs.pro,True,,Программист PHP,False,,False,False,1
False,Flex Reality,True,,"Unity 3D Developer (VR, AR)",True,,False,False,1
False,WU.ua,True,42750,Web Developer (PHP middle),False,56000,False,False,2
False,"Благовіст, ХПНВК",True,,Учитель физики и информатики,False,,False,False,5
False,Dzencode LLC,True,10000,Strong Junior Python Developer (Django),False,23000,False,False,1
False,TrendLine Ukraine,True,,Интернет-маркетолог,False,,False,False,1
False,TrendLine Ukraine,True,,SEO-оптимизатор,False,,False,False,1
False,TrendLine Ukraine,True,,"PPC-специалист, таргетолог (Google Ads, Facebook)",False,,False,False,1
False,Berlin Labs,True,,Node.js developer,False,,False,False,2
False,Клиника репродуктивной медицины им. В.И. Грищенко,True,,SMM-специалист,False,,False,True,1
True,Ektos,True,,System administrator,False,,False,False,2
False,Itransition,True,,Java Middle Developer,False,,False,False,2
False,PSV Game Studio,True,9500,"2D Game Artist (Photoshop, illustrator)",False,16000,False,False,1
False,PSV Game Studio,True,14500,Unity3D Developer (GameDev),True,28500,False,False,1
False,Vapemix,True,10000,SMM-менеджер,False,20000,False,False,2
True,UUIT-group,True,42000,"PHP-программист (Laravel, vue.js)",False,42000,False,False,1
False,KSystems,True,,IOS Developer (Middle),True,,False,True,1
True,ProfITsoft,True,,Intern Automation QA Engineer,True,,False,True,
True,ProfITsoft,True,,Intern Full Stack Software Engineer (Java),True,,False,True,
True,WinOptionSignals,False,8000,Контент-менеджер,True,15000,False,False,1
False,Itransition,True,,Front-End Middle Developer,False,,False,False,2
False,"Лакимолл, ООО",True,10000,"Інтернет-маркетолог (Киев, Харьков, Днепр)",False,20000,False,True,1
False,SHO?! Art & Data,True,15000,Frontend React Developer,True,25000,False,False,1
False,Top Power,True,15000,"Консультант, менеджер технической поддержки",False,17000,False,False,1
False,Babylon,True,8000,"Менеджер по продажам (соц. сети, интернет-магазин)",False,15000,False,True,1
False,Bini Bambini,True,,Middle 2D Animator,False,,False,False,2
False,4GStar,True,12000,"Технический специалист, системный администратор",True,12000,False,False,
False,"Солодовнік М.Я., ФОП",False,10000,SMM-менеджер,False,10000,False,True,1
True,Gadgik,True,20000,Программист 1C Bas ERP,True,40000,False,False,1
False,Octarine,True,28000,Frontend React JS Developer,False,28000,False,False,2
False,Team Work Spirit,True,,Markup/Junior React Developer,False,,False,False,2
False,MetraBit,True,,Junior Front-end developer,False,,False,False,1
False,Antagosoft,True,,PHP developer (Laravel),True,,False,False,
False,Devart,True,,QA Engineer,False,,False,False,2
False,AxiomSL,True,,Junior QA Engineer,False,,False,False,
False,Атлантик-Гейзер,True,13000,SMM-менеджер,False,13000,False,False,1
False,S-tell,True,10000,Контент-менеджер,False,10000,False,False,1
